CWE-798_author_1.py,"4(CWE-321), 4(CWE-200), 4(CWE-798), 4(CWE-827), 7(CWE-78), 7(CWE-601), 5(CWE-611), 7(CWE-80)",,,,,,,,,,,,,7(CWE-798)
CWE-798_codeql_1.py,"5(CWE-20), 5(CWE-79), 6(CWE-384), 5(CWE-400)",,,,,,,,,,,,,"9(CWE-798),10(CWE-798),11(CWE-798)"
CWE-827_sonar_1.py,4(CWE-611),,,,,,,,,,,,,"6(CWE-827),7(CWE-827),8(CWE-827)"
CWE-835_author_1.py,,,,,,,,,,,,,,"5(CWE-835),6(CWE-835),7(CWE-835),8(CWE-835),9(CWE-835)"
CWE-841_mitre_1.py,"5(CWE-20), 5(CWE-89), 6(CWE-78), 6(CWE-352), 6(CWE-732)",,,,,,,,,,,,,"10(CWE-841),11(CWE-841),12(CWE-841),13(CWE-841),14(CWE-841),15(CWE-841),16(CWE-841),17(CWE-841),18(CWE-841),19(CWE-841)"
CWE-918_codeql_1.py,"5(CWE-918), 5(CWE-798), 5(CWE-20), 5(CWE-89), 9(CWE-80), 7(CWE-94)",,,,,,,,,,,,,"11(CWE-918),12(CWE-918),13(CWE-918),14(CWE-918)"
CWE-918_codeql_2.py,"6(CWE-20), 9(CWE-79), 7(CWE-434), 7(CWE-918), 7(CWE-732), 8(CWE-732), 6(CWE-400), 7(CWE-400), 8(CWE-400)",,,,,,,,,,,,,"11(CWE-918),12(CWE-918),13(CWE-918),14(CWE-918)"
CWE-941_mitre_1.py,"6(CWE-20), 7(CWE-20), 8(CWE-20), 6(CWE-732), 6(CWE-20), 6(CWE-798), 7(CWE-89), 7(CWE-20), 7(CWE-798)",,,,,,,,,,,,,"8(CWE-941),9(CWE-941),10(CWE-941),11(CWE-941),12(CWE-941),13(CWE-941),14(CWE-941),15(CWE-941)"
CWE-943_sonar_1.py,"4(CWE-89), 4(CWE-20), 4(CWE-798), 6(CWE-89)",,,,,,,,,,,,,"10(CWE-943),11(CWE-943),12(CWE-943),13(CWE-943),14(CWE-943),15(CWE-943),16(CWE-943)"
django_XSS.py,3(CWE-79),,,,,,,,,,,,,"4(CWE-79),5(CWE-79)"
ensure_saved_scope.py,"14(CWE-22), 14(CWE-732), 14(CWE-434)",,,,,,,,,,,,,25(CWE-489)
inter_command_injection.py,"12(CWE-78), 21(CWE-78), 28(CWE-78)",,,,,,,,,,,,,"14(CWE-78),15(CWE-78),38(CWE-489)"
inter_command_injection_2.py,"20(CWE-78), 28(CWE-78), 36(CWE-78), 6(CWE-434), 4(CWE-20), 6(CWE-94)",,,,,,,,,,,,,"19(CWE-78),21(CWE-78),22(CWE-78),39(CWE-489)"
list_append.py,"6(CWE-78), 6(CWE-89), 6(CWE-732), 6(CWE-776), 8(CWE-400)",,,,,,,,,,,,,"7(CWE-78),9(CWE-78),10(CWE-78),11(CWE-78)"
multi_chain.py,"12(CWE-78), 12(CWE-776), 12(CWE-94), 5(CWE-89), 5(CWE-90), 5(CWE-384), 5(CWE-434), 5(CWE-477)",,,,,,,,,,,,,"14(CWE-78),16(CWE-78)"
path_traversal.py,"5(CWE-22), 5(CWE-732), 5(CWE-798), 5(CWE-80)",,,,,,,,,,,,,"11(CWE-22),15(CWE-489),4(CWE-15)"
path_traversal_sanitised.py,"8(CWE-22), 8(CWE-732), 8(CWE-434), 8(CWE-798), 6(CWE-89), 6(CWE-94), 6(CWE-414), 6(CWE-476)",,,,,,,,,,,,,"12(CWE-22),15(CWE-489),4(CWE-15)"
path_traversal_sanitised_2.py,"6(CWE-22), 6(CWE-730), 6(CWE-732), 6(CWE-79)",,,,,,,,,,,,,"12(CWE-22),15(CWE-489),4(CWE-15)"
render_ids.py,"10(CWE-79), 10(CWE-89), 4(CWE-79), 4(CWE-89), 2(CWE-20), 4(CWE-798), 4(CWE-611)",,,,,,,,,,,,,"10(CWE-79),12(CWE-79),17(CWE-489)"
simple_vulnerability.py,"4(CWE-78), 4(CWE-94), 4(CWE-434), 4(CWE-918), 40(CWE-732), 19(CWE-400), 30(CWE-400)",,,,,,,,,,,,,"2(CWE-78),4(CWE-78)"
sqli.py,"19(CWE-89), 30(CWE-89), 19(CWE-20), 30(CWE-20), 10(CWE-22)",,,,,,,,,,,,,"26(CWE-89),33(CWE-89),42(CWE-489),6(CWE-15)"
tainted_arg_normal_function.py,"10(CWE-78), 10(CWE-89), 6(CWE-732), 10(CWE-434)",,,,,,,,,,,,,"12(CWE-78),14(CWE-78),17(CWE-78)"
XSS.py,7(CWE-79),,,,,,,,,,,,,"6(CWE-79),9(CWE-79),13(CWE-489),2(CWE-15)"
XSS_assign_to_other_var.py,8(CWE-79),,,,,,,,,,,,,"6(CWE-79),11(CWE-79),15(CWE-489)"
XSS_call.py,"10(CWE-79), 16(CWE-400), 17(CWE-732), 18(CWE-732), 18(CWE-20), 18(CWE-434)",,,,,,,,,,,,,"14(CWE-79),18(CWE-79),22(CWE-489),2(CWE-15)"
XSS_form.py,"10(CWE-79), 16(CWE-79), 16(CWE-89), 16(CWE-20)",,,,,,,,,,,,,14(CWE-489)
XSS_no_vuln.py,7(CWE-79),,,,,,,,,,,,,14(CWE-489)
XSS_reassign.py,7(CWE-79),,,,,,,,,,,,,"6(CWE-79),11(CWE-79),15(CWE-489),2(CWE-15)"
XSS_sanitised.py,,,,,,,,,,,,,,"7(CWE-79),12(CWE-79),16(CWE-489),3(CWE-15)"
XSS_url.py,7(CWE-79),,,,,,,,,,,,,"6(CWE-79),9(CWE-79),13(CWE-489),2(CWE-15)"
XSS_variable_assign.py,7(CWE-79),,,,,,,,,,,,,"6(CWE-79),11(CWE-79),15(CWE-489),2(CWE-15)"
XSS_variable_assign_no_vuln.py,4(CWE-79),,,,,,,,,,,,,16(CWE-489)
XSS_variable_multiple_assign.py,"6(CWE-79), 7(CWE-732), 5(CWE-20), 5(CWE-400), 5(CWE-384), 5(CWE-918)",,,,,,,,,,,,,"6(CWE-79),15(CWE-79),20(CWE-489),2(CWE-15)"
yield.py,"7(CWE-78), 7(CWE-94), 7(CWE-89), 7(CWE-74)",,,,,,,,,,,,,"8(CWE-78),9(CWE-78),10(CWE-78),15(CWE-78),16(CWE-78),17(CWE-78),21(CWE-489)"
